Id,Event_Subject__c,Visit_Information_Summary__c,Event_Type__c,Demo_Reset_Week_Offset__c,Room__c,Facility__c,Contact__c,Email__c,Event_Start_DateTime__c,Confirmation_Date_Time__c,Confirmed__c,Name,Room__r.Name,Facility__r.Name,Contact__r.Name
a3M3h000000UYoAEAW,DevTech Introduction,"<span style=""font-size: 16px;""><b><u>Meeting Information</u></b></span><br><br><b>Date: </b>2020-07-31 14:00:00<br><b>Subject: </b>DevTech Introduction<br><b>Government POC: </b>Bob Young<br><b>Site: </b>Austin Distribution Center<br><b>Room: </b>RES-8-024<br><b>Address: </b><br>1106 Clayton Ln<br>Austin, TX<br>",Event,0,a1y3h0000009zPqAAI,a1w3h0000002fiMAAQ,0033h000006VmShAAK,fslinn1l@mailinator.com,2020-07-31T14:00:00.000+0000,,false,VID-0117,RES-8-024,AUS,Franklyn Slinn
a3M3h000000UXsyEAG,Introduction to BAE,"<span style=""font-size: 16px;""><b><u>Meeting Information</u></b></span><br><br><b>Date: </b>2020-07-20 14:00:00<br><b>Subject: </b>Introduction to BAE<br><b>Government POC: </b>Bob Young<br><b>Site: </b>Reston Office<br><b>Room: </b>RES-8-024<br><b>Address: </b><br>11720 Plaza America Dr.<br>Reston, VA<br>",Event,-1,a1y3h0000009zPqAAI,a1w3h0000002cOxAAI,0033h000006VmRnAAK,happs1@mailinator.com,2020-07-20T14:00:00.000+0000,2020-06-01T16:00:00.000+0000,true,VID-0106,RES-8-024,RES,Henrik Apps
a3M3h000000UYsWEAW,DQL Call,"<span style=""font-size: 16px;""><b><u>Meeting Information</u></b></span><br><br><b>Date: </b>2020-07-21 14:30:00<br><b>Subject: </b>DQL Call<br><b>Government POC: </b>Bob Young<br><b>Site: </b>Reston Office<br><b>Room: </b>RES-8-024<br><b>Address: </b><br>11720 Plaza America Dr.<br>Reston, VA<br>",Event,-1,a1y3h0000009zPqAAI,a1w3h0000002cOxAAI,0033h000006VmSVAA0,cbronot19@mailinator.com,2020-07-21T14:30:00.000+0000,2020-06-09T16:00:00.000+0000,true,VID-0123,RES-8-024,RES,Crista Bronot
a3M3h000000UYsXEAW,DQL Call,"<span style=""font-size: 16px;""><b><u>Meeting Information</u></b></span><br><br><b>Date: </b>2020-07-21 14:30:00<br><b>Subject: </b>DQL Call<br><b>Government POC: </b>Bob Young<br><b>Site: </b>Reston Office<br><b>Room: </b>RES-8-024<br><b>Address: </b><br>11720 Plaza America Dr.<br>Reston, VA<br>",Event,-1,a1y3h0000009zPqAAI,a1w3h0000002cOxAAI,0033h000006VmSYAA0,cabram1c@mailinator.com,2020-07-21T14:30:00.000+0000,2020-06-10T16:00:00.000+0000,true,VID-0124,RES-8-024,RES,Caz Abram
a3M3h000000UYsiEAG,COTR Discussion,"<span style=""font-size: 16px;""><b><u>Meeting Information</u></b></span><br><br><b>Date: </b>2020-08-11 15:00:00<br><b>Subject: </b>COTR Discussion<br><b>Government POC: </b>James Amon<br><b>Site: </b>Reston Office<br><b>Room: </b>RES-8-078<br><b>Address: </b><br>11720 Plaza America Dr.<br>Reston, VA<br>",Event,2,a1y3h0000009zQiAAI,a1w3h0000002cOxAAI,0033h000006VmSrAAK,bcampos1v@mailinator.com,2020-08-11T15:00:00.000+0000,,false,VID-0134,RES-8-078,RES,Buiron Campos
a3M3h000000UYsjEAG,COTR Discussion,"<span style=""font-size: 16px;""><b><u>Meeting Information</u></b></span><br><br><b>Date: </b>2020-08-11 15:00:00<br><b>Subject: </b>COTR Discussion<br><b>Government POC: </b>James Amon<br><b>Site: </b>Reston Office<br><b>Room: </b>RES-8-078<br><b>Address: </b><br>11720 Plaza America Dr.<br>Reston, VA<br>",Event,2,a1y3h0000009zQiAAI,a1w3h0000002cOxAAI,0033h000006VmSwAAK,kgirardi20@mailinator.com,2020-08-11T15:00:00.000+0000,,false,VID-0135,RES-8-078,RES,Kissee Girardi
a3M3h000000UYsdEAG,DevTech CTO Discussion,"<span style=""font-size: 16px;""><b><u>Meeting Information</u></b></span><br><br><b>Date: </b>2020-08-06 15:00:00<br><b>Subject: </b>DevTech CTO Discussion<br><b>Government POC: </b>Bob Young<br><b>Site: </b>Reston Office<br><b>Room: </b>RES-8-024<br><b>Address: </b><br>11720 Plaza America Dr.<br>Reston, VA<br>",Event,1,a1y3h0000009zPqAAI,a1w3h0000002cOxAAI,0033h000006VmT7AAK,dwhyteman2b@mailinator.com,2020-08-06T15:00:00.000+0000,,false,VID-0127,RES-8-024,RES,Dennison Whyteman
a3M3h000000UYsbEAG,DevTech CTO Discussion,"<span style=""font-size: 16px;""><b><u>Meeting Information</u></b></span><br><br><b>Date: </b>2020-08-06 15:00:00<br><b>Subject: </b>DevTech CTO Discussion<br><b>Government POC: </b>Bob Young<br><b>Site: </b>Reston Office<br><b>Room: </b>RES-8-024<br><b>Address: </b><br>11720 Plaza America Dr.<br>Reston, VA<br>",Event,1,a1y3h0000009zPqAAI,a1w3h0000002cOxAAI,0033h000006VmS1AAK,egilburtf@mailinator.com,2020-08-06T15:00:00.000+0000,,false,VID-0125,RES-8-024,RES,Ev Gilburt
a3M3h000000UYscEAG,DevTech CTO Discussion,"<span style=""font-size: 16px;""><b><u>Meeting Information</u></b></span><br><br><b>Date: </b>2020-08-06 15:00:00<br><b>Subject: </b>DevTech CTO Discussion<br><b>Government POC: </b>Bob Young<br><b>Site: </b>Reston Office<br><b>Room: </b>RES-8-024<br><b>Address: </b><br>11720 Plaza America Dr.<br>Reston, VA<br>",Event,1,a1y3h0000009zPqAAI,a1w3h0000002cOxAAI,0033h000006VmSsAAK,bplevey1w@mailinator.com,2020-08-06T15:00:00.000+0000,,false,VID-0126,RES-8-024,RES,Bear Plevey
a3M3h000000UYsqEAG,Government Shared Services Meeting,"<span style=""font-size: 16px;""><b><u>Meeting Information</u></b></span><br><br><b>Date: </b>2020-08-12 18:00:00<br><b>Subject: </b>Government Shared Services Meeting<br><b>Government POC: </b>David Larrimore<br><b>Site: </b>Reston Office<br><b>Room: </b>RES-8-024<br><b>Address: </b><br>11720 Plaza America Dr.<br>Reston, VA<br>",Event,2,a1y3h0000009zPqAAI,a1w3h0000002cOxAAI,0033h000006VmSWAA0,ejory1a@mailinator.com,2020-08-12T18:00:00.000+0000,,false,VID-0137,RES-8-024,RES,Eb Jory
a3M3h000000UYoEEAW,Aerospace Services MSR,"<span style=""font-size: 16px;""><b><u>Meeting Information</u></b></span><br><br><b>Date: </b>2020-08-03 13:30:00<br><b>Subject: </b>Aerospace Services MSR<br><b>Government POC: </b>Bob Young<br><b>Site: </b>Reston Office<br><b>Room: </b>RES-8-024<br><b>Address: </b><br>11720 Plaza America Dr.<br>Reston, VA<br>",Event,1,a1y3h0000009zPqAAI,a1w3h0000002cOxAAI,0033h000006VmSlAAK,gashby1p@mailinator.com,2020-08-03T13:30:00.000+0000,,false,VID-0118,RES-8-024,RES,Gabriellia Ashby
a3M3h000000UYoFEAW,Aerospace Services MSR,"<span style=""font-size: 16px;""><b><u>Meeting Information</u></b></span><br><br><b>Date: </b>2020-08-03 13:30:00<br><b>Subject: </b>Aerospace Services MSR<br><b>Government POC: </b>Bob Young<br><b>Site: </b>Reston Office<br><b>Room: </b>RES-8-024<br><b>Address: </b><br>11720 Plaza America Dr.<br>Reston, VA<br>",Event,1,a1y3h0000009zPqAAI,a1w3h0000002cOxAAI,0033h000006VmStAAK,rcod1x@mailinator.com,2020-08-03T13:30:00.000+0000,2020-06-11T16:00:00.000+0000,true,VID-0119,RES-8-024,RES,Rosalie Cod
a3M3h000000UYoGEAW,Aerospace Services MSR,"<span style=""font-size: 16px;""><b><u>Meeting Information</u></b></span><br><br><b>Date: </b>2020-08-03 13:30:00<br><b>Subject: </b>Aerospace Services MSR<br><b>Government POC: </b>Bob Young<br><b>Site: </b>Reston Office<br><b>Room: </b>RES-8-024<br><b>Address: </b><br>11720 Plaza America Dr.<br>Reston, VA<br>",Event,1,a1y3h0000009zPqAAI,a1w3h0000002cOxAAI,0033h000006VmSxAAK,shallwood21@mailinator.com,2020-08-03T13:30:00.000+0000,,false,VID-0120,RES-8-024,RES,Saleem Hallwood
a3M3h000000UYoHEAW,Aerospace Services MSR,"<span style=""font-size: 16px;""><b><u>Meeting Information</u></b></span><br><br><b>Date: </b>2020-08-03 13:30:00<br><b>Subject: </b>Aerospace Services MSR<br><b>Government POC: </b>Bob Young<br><b>Site: </b>Reston Office<br><b>Room: </b>RES-8-024<br><b>Address: </b><br>11720 Plaza America Dr.<br>Reston, VA<br>",Event,1,a1y3h0000009zPqAAI,a1w3h0000002cOxAAI,0033h000006VmSgAAK,jbilbery1k@mailinator.com,2020-08-03T13:30:00.000+0000,,false,VID-0121,RES-8-024,RES,Jennine Bilbery
